path	size_bytes	last_modified
sections/header-group-search-focus.json	1850	1776482468
sections/header-group-vertical.json	2168	1776482468
sections/header-search-focus.liquid	11503	1776501222
sections/header-vertical.liquid	16238	1776485059
sections/header__top-bar.liquid	9167	1775024812
sections/index__blog-posts.liquid	14459	1775994829
sections/index__collection-list.liquid	14235	1776485059
sections/index__contact-form.liquid	31049	1775994829
sections/index__content-page.liquid	6226	1775024814
sections/index__divider.liquid	6127	1775024814
sections/index__faq.liquid	10060	1776485059
sections/index__featured-collection.liquid	13636	1776485059
sections/index__featured-product.liquid	14875	1776485059
sections/index__featured-promotions.liquid	15356	1775994829
sections/index__gallery.liquid	16747	1776482106
sections/index__heading.liquid	10725	1775024814
sections/index__html.liquid	4767	1775024814
sections/index__icon-with-text-column.liquid	12584	1775024814
sections/index__image-with-text-overlay.liquid	19180	1776485059
sections/index__image-with-text.liquid	18982	1775024814
sections/index__logo-list.liquid	9115	1776485059
sections/index__map.liquid	10046	1775994829
sections/index__newsletter.liquid	10533	1776485059
sections/index__rich-text.liquid	14424	1776485059
sections/index__slideshow-classic.liquid	12103	1776485059
sections/index__slideshow-with-text.liquid	17759	1775994829
sections/index__testimonial.liquid	10993	1775994829
sections/index__video.liquid	20058	1776485059
sections/list-collections__main.liquid	10130	1775024814
sections/login-form.liquid	8318	1775994829
sections/mega-menu.liquid	10110	1776485059
sections/page-content__main.liquid	3282	1775024814
sections/page-content_with_sidebar.liquid	9630	1775994829
sections/password__main.liquid	9205	1776482106
sections/popup.liquid	10562	1775994829
sections/predictive-search.liquid	6663	1776485059
sections/product-image-scroll__main.liquid	25089	1776485059
sections/product__breadcrumb.liquid	3570	1775024814
sections/product__description-split.liquid	3918	1775024814
sections/product__main.liquid	13948	1776485059
sections/product__recommendations.liquid	8723	1776485059
sections/product__series.liquid	6623	1775262932
sections/product__sidebar.liquid	9200	1775994829
sections/quickshop.liquid	10223	1776485059
sections/registration-form.liquid	6041	1775024814
sections/search__main.liquid	22848	1776485059
sections/subcollections.liquid	8972	1775024814
sections/surface-pick-up.liquid	7222	1776482106
snippets/address-loop.liquid	14990	1775024814
snippets/age-gate.liquid	4545	1775024814
snippets/ajax-cart.liquid	1253	1776482106
snippets/article-schema.liquid	1344	1775394863
snippets/blog-cta.liquid	1398	1775394855
snippets/blog__read-time.liquid	641	1775024814
snippets/breadcrumb.liquid	4019	1776485059
snippets/button.liquid	501	1775024814
snippets/collapsible-row.liquid	1146	1776485059
snippets/collection__filters.liquid	2258	1776482106
snippets/column-width.liquid	419	1775024815
snippets/complementary-product.liquid	4149	1775024815
snippets/complementary-products.liquid	3021	1775024815
snippets/css-loop.liquid	864	1775024815
snippets/css.vendor.nouislider.liquid	6520	1776485059
snippets/element.accordion.liquid	5511	1776485059
snippets/element.button.liquid	13842	1776488325
snippets/element.checkbox.liquid	7890	1776488325
snippets/element.chip.liquid	6672	1776485059
snippets/element.icon.liquid	2919	1776485059
snippets/element.image.liquid	7247	1776485059
snippets/element.image.sizes.liquid	3910	1776485059
snippets/element.input.liquid	13431	1776488325
snippets/element.pagination.liquid	3310	1776485059
snippets/element.placeholder.liquid	1202	1776485059
snippets/element.radio.liquid	6103	1776485059
snippets/element.select.liquid	7212	1776485059
snippets/element.swatch.liquid	6331	1776485059
snippets/element.text--body.liquid	3529	1776485059
snippets/element.text--heading.liquid	4879	1776488325
snippets/element.text--rte.liquid	6669	1776485059
snippets/element.text.liquid	8851	1776485059
snippets/faceted-filter-swatch.liquid	650	1775024815
snippets/footer__menu.liquid	871	1776482106
snippets/head.es-module-shims.liquid	396	1776485059
snippets/head.import-map.liquid	1314	1776485059
snippets/head.is-land.liquid	184	1776485059
snippets/head.styles.flex-legacy-settings-color.liquid	2783	1776485059
snippets/head.styles.flex-legacy-settings-font-face.liquid	4892	1776488325
snippets/head.styles.legacy-settings-color.liquid	4779	1776488325
snippets/head.styles.legacy-settings-font-face.liquid	1103	1776488325
snippets/head.styles.liquid	769	1776485059
snippets/head.styles.primitives.liquid	3304	1776488325
snippets/head.styles.settings-color.liquid	2985	1776485059
snippets/head.styles.settings-elements.liquid	2596	1776488325
snippets/head.styles.settings-font-face.liquid	3524	1776485059
snippets/head.styles.settings-font-scales.liquid	5431	1776488325
snippets/head.styles.tokens.liquid	3786	1776488325
snippets/head.styles.utilities.liquid	1789	1776485059
snippets/header__action-icons.liquid	3331	1776485059
snippets/header__dropdown-menu.liquid	3215	1776485059
snippets/heading.liquid	1158	1775024815
snippets/icon.liquid	656	1776485059
snippets/icon_outline.liquid	143639	1776485059
snippets/icon_outline_a-l.liquid	71796	1775024815
snippets/icon_outline_m-z.liquid	72082	1776485059
snippets/icon_solid.liquid	89034	1776485059
snippets/icon_solid_a-l.liquid	44951	1775024815
snippets/icon_solid_m-z.liquid	44319	1776485059
snippets/image-element.liquid	6460	1776485059
snippets/include-mega-menu.liquid	14400	1775955237
snippets/js-variables.liquid	11669	1776485059
snippets/klaviyo-popup.liquid	8739	1776485059
snippets/layout.grid.liquid	9798	1776488325
snippets/layout.stack.liquid	8071	1776488325
snippets/lc.css-tokens.liquid	867	1776497082
snippets/list.active-filters.count.liquid	659	1776485059
snippets/list.active-filters.liquid	3602	1776485059
snippets/list.checkbox-filter.liquid	2481	1776485059
snippets/list.hot-reload.attributes.liquid	848	1776485059
snippets/list.hot-reload.liquid	11697	1776485059
snippets/list.price-range.liquid	6669	1776485059
snippets/list.product-card-basic.liquid	2213	1776485059
snippets/list.product-card-full-row.liquid	889	1776485059
snippets/list.view-controller.liquid	1270	1776485059
snippets/localization-switcher-mobile.liquid	4326	1776485059
snippets/localization-switcher.liquid	6178	1775024815
snippets/map-styles.liquid	7767	1775024815
snippets/mega-menu__linklist.liquid	670	1775024815
snippets/meta-info-list.liquid	1388	1775024815
snippets/mobile-header.liquid	5796	1776485059
snippets/mobile-menu-loop.liquid	3190	1776485059
snippets/mobile-menu.liquid	2353	1775024815
snippets/mobile-search.liquid	1040	1776501219
snippets/new-pagination.liquid	2291	1776485059
snippets/newsletter-form.liquid	4775	1776501117
snippets/options-radios.liquid	5309	1776485059
snippets/options-select.liquid	1501	1775024815
snippets/overlay.drawer.liquid	12273	1776485059
snippets/page-multi-column.liquid	756	1775024815
snippets/pagination.liquid	3984	1776485059
snippets/popup-size-chart.liquid	1302	1776485059
snippets/price-element.liquid	218	1775024815
snippets/price-ui-templates.liquid	4596	1776485059
snippets/product-loop.liquid	1522	1776485059
snippets/product-rating.liquid	1335	1775119140
snippets/product-schema.liquid	6794	1776485059
snippets/product-slider.liquid	6933	1776485059
snippets/product-thumbnail.liquid	9973	1776488325
snippets/product-thumbnail__product-info.liquid	1875	1776485059
snippets/product-thumbnail__quick-shop-button.liquid	2888	1776482106
snippets/product-thumbnail__sticker.liquid	4785	1775024815
snippets/product-thumbnail__swatch.liquid	2433	1776485059
snippets/product.liquid	15738	1776485059
snippets/product__form.liquid	39322	1776485059
snippets/product__images.liquid	9110	1776488325
snippets/product__notify-me-form.liquid	2120	1775024815
snippets/quantity-box.liquid	2058	1775024815
snippets/quick-shop.liquid	184	1776485059
snippets/rating-stars.liquid	945	1775024816
snippets/recipient-form-disclosure-icon.liquid	229	1776485059
snippets/rimg.liquid	13522	1776482106
snippets/search-overlay.liquid	2133	1776501181
snippets/search-popup.liquid	2014	1776501158
snippets/section.collection-feed.liquid	24463	1776485059
snippets/section.slideshow.liquid	46864	1776485059
snippets/section.slideshow.slide.liquid	14414	1776485059
snippets/shipping-calculator.liquid	4530	1775024816
snippets/shopify-xr.liquid	532	1775118814
snippets/sidebar__blog-post-tags.liquid	1425	1776482106
snippets/sidebar__collection-list.liquid	1395	1776482106
snippets/sidebar__faceted-filter.liquid	9942	1776482106
snippets/sidebar__featured-promo.liquid	1817	1775024816
snippets/sidebar__html.liquid	33	1775024816
snippets/sidebar__menu.liquid	2328	1776482106
snippets/sidebar__newsletter.liquid	1331	1776482106
snippets/sidebar__page.liquid	2050	1776482106
snippets/sidebar__recent-posts.liquid	1450	1776482106
snippets/sidebar__search.liquid	1542	1775024816
snippets/sidebar__tag-filter.liquid	5195	1776482106
snippets/sidebar__tag-list.liquid	3770	1776482106
snippets/sidebar__text.liquid	1213	1776482106
snippets/sidebar__type-list.liquid	1307	1776482106
snippets/sidebar__vendor-list.liquid	1336	1776482106
snippets/social-icons.liquid	7094	1776485059
snippets/social-meta-info.liquid	6242	1776485059
snippets/social-share-buttons.liquid	3322	1776482106
snippets/structured-data.liquid	12127	1776485059
snippets/style.normalize.liquid	3815	1776485059
snippets/style.primitive-tokens.liquid	3470	1776488325
snippets/unit-price.liquid	1291	1775024816
snippets/utility.breakpoint-style.liquid	1052	1776485059
snippets/utility.breakpoint.liquid	1437	1776485059
snippets/utility.id.liquid	740	1776485059
snippets/utility.stylesheet.liquid	2666	1776485059
snippets/utility.translate.liquid	752	1776485059
templates/404.json	596	1776485059
templates/article.json	2096	1776482471
templates/blog.json	1559	1776482471
templates/cart.ajax.liquid	12087	1776485059
templates/cart.json	1169	1776482471
templates/collection.json	1715	1776485059
templates/collection.modern.json	589	1776485059
templates/collection.subcollections.json	694	1776482472
templates/customers/account.json	490	1776482472
templates/customers/activate_account.liquid	1882	1775024816
templates/customers/addresses.liquid	8722	1775024816
templates/customers/login.json	485	1776482472
templates/customers/order.liquid	8885	1775024816
templates/customers/register.json	492	1776482472
templates/customers/reset_password.liquid	1697	1775024816
templates/gift_card.liquid	6147	1776485059
templates/index.json	32698	1776485059
templates/list-collections.json	1058	1776482472
templates/page.banner.json	575	1776482472
templates/page.contact.json	4075	1776482472
templates/page.details.json	2368	1776482472
templates/page.faq.json	3399	1776485059
templates/page.gallery.json	3116	1776485059
templates/page.json	493	1776482472
templates/page.sidebar.json	1399	1776482472
templates/password.json	513	1776482472
templates/product.json	7661	1776485059
templates/product.quickshop.json	1076	1776482472
templates/product.scrolling.json	1343	1776482472
templates/product.sections.json	1330	1776482472
templates/robots.txt.liquid	1577	1776485059
templates/search.json	1422	1776482472
templates/search.json.liquid	2140	1776482106
layout/password.liquid	12050	1776485059
layout/quickshop.liquid	11616	1776485059
layout/theme.liquid	23248	1776497125
config/settings_data.json	6346	1776498201
config/settings_schema.json	56235	1776497020
locales/de.json	23062	1776485059
locales/en.default.json	21645	1776485059
locales/en.default.schema.json	2195	1776485059
locales/es.json	23292	1776485059
locales/fr.json	23490	1776485059
locales/pt-BR.json	22114	1776485059
locales/pt-PT.json	20979	1776485059
locales/zh-CN.json	46822	1776485059
